"Country","Population","Regime","Probability_of_elimination_by_2000","Probability_of_elimination_by_2001","Probability_of_elimination_by_2002","Probability_of_elimination_by_2003","Probability_of_elimination_by_2004","Probability_of_elimination_by_2005","Probability_of_elimination_by_2006","Probability_of_elimination_by_2007","Probability_of_elimination_by_2008","Probability_of_elimination_by_2009","Probability_of_elimination_by_2010","Probability_of_elimination_by_2011","Probability_of_elimination_by_2012","Probability_of_elimination_by_2013","Probability_of_elimination_by_2014","Probability_of_elimination_by_2015","Probability_of_elimination_by_2016","Probability_of_elimination_by_2017","Probability_of_elimination_by_2018","Probability_of_elimination_by_2019","Probability_of_elimination_by_2020","Probability_of_elimination_by_2021","Probability_of_elimination_by_2022","Probability_of_elimination_by_2023","Probability_of_elimination_by_2024","Probability_of_elimination_by_2025","Probability_of_elimination_by_2026","Probability_of_elimination_by_2027","Probability_of_elimination_by_2028","Probability_of_elimination_by_2029","Probability_of_elimination_by_2030","Prev_Year2000","Prev_Year2001","Prev_Year2002","Prev_Year2003","Prev_Year2004","Prev_Year2005","Prev_Year2006","Prev_Year2007","Prev_Year2008","Prev_Year2009","Prev_Year2010","Prev_Year2011","Prev_Year2012","Prev_Year2013","Prev_Year2014","Prev_Year2015","Prev_Year2016","Prev_Year2017","Prev_Year2018","Prev_Year2019","Prev_Year2020","Prev_Year2021","Prev_Year2022","Prev_Year2023","Prev_Year2024","Prev_Year2025","Prev_Year2026","Prev_Year2027","Prev_Year2028","Prev_Year2029","Prev_Year2030","Lower_Bound_Year2000","Lower_Bound_Year2001","Lower_Bound_Year2002","Lower_Bound_Year2003","Lower_Bound_Year2004","Lower_Bound_Year2005","Lower_Bound_Year2006","Lower_Bound_Year2007","Lower_Bound_Year2008","Lower_Bound_Year2009","Lower_Bound_Year2010","Lower_Bound_Year2011","Lower_Bound_Year2012","Lower_Bound_Year2013","Lower_Bound_Year2014","Lower_Bound_Year2015","Lower_Bound_Year2016","Lower_Bound_Year2017","Lower_Bound_Year2018","Lower_Bound_Year2019","Lower_Bound_Year2020","Lower_Bound_Year2021","Lower_Bound_Year2022","Lower_Bound_Year2023","Lower_Bound_Year2024","Lower_Bound_Year2025","Lower_Bound_Year2026","Lower_Bound_Year2027","Lower_Bound_Year2028","Lower_Bound_Year2029","Lower_Bound_Year2030","Upper_Bound_Year2000","Upper_Bound_Year2001","Upper_Bound_Year2002","Upper_Bound_Year2003","Upper_Bound_Year2004","Upper_Bound_Year2005","Upper_Bound_Year2006","Upper_Bound_Year2007","Upper_Bound_Year2008","Upper_Bound_Year2009","Upper_Bound_Year2010","Upper_Bound_Year2011","Upper_Bound_Year2012","Upper_Bound_Year2013","Upper_Bound_Year2014","Upper_Bound_Year2015","Upper_Bound_Year2016","Upper_Bound_Year2017","Upper_Bound_Year2018","Upper_Bound_Year2019","Upper_Bound_Year2020","Upper_Bound_Year2021","Upper_Bound_Year2022","Upper_Bound_Year2023","Upper_Bound_Year2024","Upper_Bound_Year2025","Upper_Bound_Year2026","Upper_Bound_Year2027","Upper_Bound_Year2028","Upper_Bound_Year2029","Upper_Bound_Year2030"
"ERI",3845240.34223393,"Current WHO guidelines",0.883311653956961,0.884353676734343,0.88634030966013,0.890877630929605,0.893613411500857,0.896535104798524,0.900305070324732,0.905267478776368,0.910884445295767,0.917532231947353,0.929124022582061,0.942203718327539,0.95956523626115,0.974317702415672,0.985730378552999,0.993372842111986,0.998451417131683,0.998482617637863,0.999828689150653,0.999959022141822,0.999990261193096,0.999997968853033,0.999999540860963,0.999999926517793,0.999999976721045,0.999999990634133,0.999999995945275,1,1,1,1,0.00496631625791807,0.00491041606195732,0.00487441647248028,0.00482048319345812,0.004752975799932,0.00470031398249763,0.00462581762758616,0.00455710151058839,0.00446823860207941,0.00438090736588742,0.00424205233850819,0.00403265356485118,0.00377059816280075,0.00346486075697333,0.00313563277208746,0.00282647745027279,0.00250622614343711,0.00210776952841317,0.00190799018590467,0.000968195854123029,0.000621417231223412,0.000421338037416579,0.000284550148689734,0.000190048063732806,0.000122990472726985,7.48058980109513e-05,4.40318506571602e-05,2.55996382913879e-05,1.47540229695679e-05,9.82996652684678e-06,4.25373644054456e-06,1.37481418630491e-05,1.22259175310297e-05,1.03641229425877e-05,1.04443291786264e-05,1.04348450729686e-05,1.01300243828937e-05,9.78665816945961e-06,9.38685863917671e-06,9.76376583571633e-06,9.05236935486381e-06,8.96168107466576e-06,9.19305750200906e-06,9.29660550445683e-06,9.66981042474288e-06,9.51688881770172e-06,9.25101312702575e-06,9.37126362324615e-06,9.64732206131929e-06,9.89376323475137e-06,1.06799634847574e-05,1.10015047184039e-05,9.04779263001654e-06,4.05612291287743e-06,2.55294754324978e-06,1.27647377162489e-06,0,0,0,0,0,0,0.0183823990693625,0.0182300457068863,0.0179798596216131,0.0177328454839828,0.0170915334178513,0.0167782821768152,0.0164797132867143,0.0159630750780677,0.0155158992794116,0.0150556120999628,0.0143166609783958,0.0134667415948304,0.0122640194119553,0.0109086998406973,0.00959263753225952,0.00828714242721265,0.00705369947705868,0.00531290085709119,0.00520062472041279,0.00330207394180362,0.00251145687920496,0.00200033067255984,0.0016085408790747,0.00125308367824954,0.000938632944264753,0.000632670736304097,0.000390920211729459,0.000215619471774738,0.000116881542672768,5.92898552593104e-05,2.57036183326678e-05
"SEN",7677945.40621628,"Current WHO guidelines",0.429205976537309,0.429929726701981,0.430427958071906,0.43112034048091,0.432194045954573,0.433068431470971,0.433978580955042,0.444186516059346,0.460409657575839,0.472360869659723,0.480234982130034,0.489902926349948,0.510326838463308,0.556887805904864,0.59834268405465,0.662661048565059,0.753601447339072,0.805608031676468,0.871162109500544,0.909509249283231,0.938786175579027,0.959830654859466,0.973235199450059,0.98202248307135,0.988156752920492,0.992482253485436,0.99539936384431,0.997126493849967,0.998193263072725,0.998824609543096,0.999213807784075,0.044557514555459,0.044511116529413,0.0445012825707741,0.044486280528652,0.0444614160761416,0.0444336246120896,0.0443813085398604,0.0443151826023486,0.0389843518262806,0.0354402732424919,0.0338839458813254,0.0341104728260131,0.033574909222293,0.0319331807089767,0.0284491698840959,0.0261205336693307,0.0202974236638643,0.0137066186747059,0.0102708344183626,0.00645503161448879,0.00432948859525387,0.00296078201395986,0.0020477492802707,0.00143681998756187,0.00102076525028184,0.000732000286169346,0.000528323698379623,0.000383185770432924,0.000278256654914914,0.000201440069697917,0.000145939330532635,0.0103287736567898,0.0103834823694762,0.0104485245388377,0.0105047919655194,0.0105586953907324,0.0106116158406016,0.0106569338552046,0.0107050970230502,0.00848756838222938,0.00742296171041026,0.00703983831808273,0.00710507491978912,0.00695548056701854,0.00657175651488187,0.00580960253577399,0.00528299323479613,0.00356345406309051,0.00193921707803169,0.00122055809170708,0.000631532509985937,0.000346395680348304,0.000186752225190735,9.9703028547698e-05,5.54381275685711e-05,3.2005249450774e-05,1.58540867244252e-05,6.84234081716053e-06,2.1697549677379e-06,7.58260246121339e-07,2.53497412435044e-07,5.40750378139056e-08,0.110932174314104,0.110567820963316,0.110310762862998,0.110033587960097,0.109760563369992,0.109506472538395,0.109190627758809,0.108875990814966,0.100620794264645,0.0937495533743791,0.0902912023968703,0.0903334052043306,0.0891318337396591,0.0852627342107666,0.0772455354738447,0.0713126185694016,0.0587010834569474,0.0434333085293692,0.034273493965443,0.0235014778521061,0.0167565119760091,0.0120437400175651,0.0087379046702358,0.00643395881197067,0.00482997970178302,0.00368598821628484,0.00285936689441152,0.00222620120068552,0.00174742714665486,0.00136235767111287,0.00105868455900193
"BFA",11512843.7565665,"Current WHO guidelines",0.00522395359179425,0.00515896776549645,0.00500526613733889,0.0106921190232629,0.0229388953225483,0.0543981774840471,0.100750307606045,0.16622152265275,0.259627133262413,0.372558862903224,0.331450583014507,0.499492953239897,0.607821526610537,0.667813082816409,0.708761985994988,0.740483737747239,0.768295344476094,0.791939349702407,0.847203846203215,0.877228886760585,0.900496824760165,0.922165170674572,0.942236872739229,0.958911399322196,0.971408169535403,0.980711555676317,0.987783853403899,0.992553086775672,0.995666319746269,0.9974871278434,0.998448935511951,0.219631421114018,0.219705806256852,0.215517738144627,0.200374873077733,0.173694044391959,0.149621048619283,0.115240901532406,0.0926906445698291,0.0764884559739358,0.0611112755201635,0.0494524305151934,0.0512663472457285,0.0397856778789371,0.0331830636269743,0.0291395779844951,0.0261054074511212,0.0234694020919839,0.0208874785668487,0.0188694509362061,0.0112399961855792,0.00754616307101558,0.00519498099959899,0.00357762278381141,0.00246407814956112,0.00170640871764707,0.00119433421470816,0.000843385452332289,0.000602589656906013,0.000435662185006642,0.000316333808307167,0.000231911314105682,0.0710875127477067,0.0712981183960314,0.0693210967117224,0.0613674210836761,0.0502278823552669,0.0413603446369152,0.0283672298550516,0.0214835935399154,0.0173777343608989,0.0135998173999163,0.0111413039722172,0.0113814858706604,0.00899661700648582,0.00774815685537509,0.00697670512419573,0.00627744016740765,0.00558712221546494,0.00480895075743004,0.00422201344168955,0.00195617507554275,0.00111224368411632,0.000667511297161818,0.000398924811361848,0.000234485017749029,0.000137592405493016,7.83595563135183e-05,4.33522595655539e-05,2.22902984527881e-05,1.05763407183296e-05,4.81591895737963e-06,1.59969431826876e-06,0.469992589704044,0.469942350713846,0.464470351140213,0.446131362453403,0.405563382987871,0.36483354024541,0.30381167479282,0.257641178151279,0.2194712858557,0.180222439621564,0.146922837909453,0.149936882609893,0.120395848822841,0.0992595582882463,0.0850489162985792,0.0749405854025198,0.0675317684369743,0.0612414812497471,0.0562214984292423,0.0384092691190014,0.0277930374942295,0.0202785940859269,0.0147659292187116,0.0107412140634501,0.00785384037041919,0.0058058519559038,0.00432988298749191,0.00325565892882856,0.00247663657483992,0.00188217788426669,0.00144912433830956
"ETH",66179525.4017552,"Current WHO guidelines",0.917510347332568,0.918279112273877,0.919046282037745,0.920010704792077,0.921338795304882,0.925993032365918,0.927979369573541,0.931580040845712,0.935041847899458,0.938152981963148,0.940603717248897,0.948497554087678,0.957597353468313,0.962490636457714,0.969100736192452,0.973785209595459,0.978522521066829,0.980805113056499,0.989983193027764,0.993921358132987,0.996238377401932,0.997659493475403,0.998511633292058,0.999022215051046,0.999321801120933,0.999520106452647,0.999654801161983,0.999746292461318,0.999814018021558,0.999862421741373,0.999896709164238,0.00581006076756734,0.0057885590252414,0.0057646497641111,0.00575053835596642,0.00570407016158719,0.00568031814244592,0.0056382646434273,0.00560616504520456,0.00555547436425893,0.00551363822080895,0.00535394475364911,0.00520649146867092,0.00495867635367818,0.00446709605756244,0.0042541496329093,0.0038312847852493,0.00345310057608187,0.00308257694915234,0.00288507383693043,0.00164392828052097,0.00113556457089849,0.00081555106896298,0.000595744387239953,0.000437533751261097,0.000323820634982452,0.000234831257974377,0.000168828145569532,0.000119836060544149,8.37670104892631e-05,5.79659887704777e-05,3.95969926851921e-05,0.000374933226575617,0.000376916161322098,0.000377982486635461,0.000383133756765643,0.000386457779564705,0.000391304478414181,0.000393456801450371,0.000398490269965618,0.000402255018944477,0.00040543468726877,0.00037250034336382,0.000356419432791605,0.000340530187015212,0.000246662663695964,0.000248001795798393,0.000195032530289989,0.000151882426799689,0.000121541780465582,0.000101737895910455,6.37157668676366e-05,4.89622444329879e-05,3.94669011684487e-05,2.78789624182016e-05,2.42454114287237e-05,1.20236286937468e-05,6.11922297762232e-06,3.45627354771891e-06,2.97272384359698e-06,1.47410308126175e-08,6.88390146715432e-09,1.71927266805109e-09,0.017866780844102,0.0176186480091161,0.0174476018298743,0.0174028190037405,0.0169955573777258,0.016669663278124,0.0162972761903108,0.0160479552394675,0.0157839421960324,0.0154858639079842,0.0149343157980361,0.0145365990561594,0.0136969301713288,0.0122325776588318,0.0113625629781636,0.0101553412000152,0.00900561785300586,0.00774476415115663,0.00751407949455594,0.00481310731192822,0.00365069155469896,0.00285783053787625,0.00228040263510323,0.00183929441465826,0.00149912223991963,0.0011858021331827,0.000947960813692234,0.00074276632370358,0.000571318201400684,0.000451906257957191,0.000346161597881513
"NGA",73595857.3067087,"Current WHO guidelines",0.215336900205085,0.21664921164091,0.218282425554638,0.222353630240838,0.227815419433749,0.23457561156372,0.242330860628898,0.248895707982704,0.255620941649241,0.262222735016282,0.279152396892063,0.303655264830029,0.310768728569714,0.353914377324676,0.410776323652653,0.481377740809759,0.556269058166937,0.616465329419704,0.744237103618276,0.833932823400671,0.897487960603097,0.939675030513753,0.965824893294104,0.979897984089867,0.986553761383931,0.99034243212099,0.99297190649741,0.99489834052763,0.996323243622603,0.99731559103221,0.997997919310472,0.0479799650834811,0.0475437758046756,0.0469837250471332,0.0461562989948775,0.0451852877819659,0.0442072595449887,0.0435397649278776,0.0430665554396593,0.0427285976057481,0.0422547883323567,0.0415462860606973,0.0394469077299147,0.0356334425858819,0.0346252854725025,0.030236901415711,0.0256786120492612,0.0211222665074213,0.0178475317777419,0.0156521078618652,0.00990659860479177,0.0068660852462505,0.00478018610501418,0.003302597217073,0.00228242604250176,0.00159361847212062,0.00112860976339184,0.000809653592211639,0.00058729893437383,0.000428619523181766,0.000314800741925507,0.000231816459136715,0.0104637909927742,0.0103656259952677,0.0102546378133441,0.0100463107044619,0.00980472267972258,0.00956486325421449,0.00943911112861696,0.00937078751616933,0.00933048938402075,0.0092557383848928,0.00910246113407558,0.00864678810027112,0.00766159441131308,0.00745040150826396,0.00633141214286815,0.00515247585772103,0.00405400519046977,0.00328866109612435,0.00277466605473535,0.00145664761531705,0.000853865823469103,0.000490912351519624,0.000270846380672926,0.000147544164825471,8.13010078087661e-05,4.49078556616444e-05,2.3227952842796e-05,1.232571437424e-05,5.8646789579638e-06,2.82958123047692e-06,1.3930438352674e-06,0.126912410090274,0.125949434449034,0.124572625346775,0.122660190618763,0.120481074637029,0.118201107753594,0.116435307025947,0.115045456607023,0.114047247603547,0.112776866695389,0.111018297835133,0.105633273706557,0.0965216429802111,0.0937660589696952,0.0836422560737477,0.0727392239444635,0.0612805735577226,0.0528401051678757,0.0470184186785494,0.0322260741078727,0.0234599583858141,0.0170763910172801,0.0123354858519937,0.00891013612093674,0.0065050212085057,0.00484091588239306,0.00366626326985745,0.00282312077442432,0.0022026706091446,0.0017347741301144,0.00136831751344559
"GMB",820753.368720919,"Current WHO guidelines",0.271691894008786,0.272535046533964,0.272983108430295,0.273007826356434,0.273791854614109,0.273889869633689,0.274789504460823,0.275867225301848,0.277661127057185,0.280112934388701,0.287131232739032,0.298655197037543,0.313459629776229,0.333710053800486,0.352656609220305,0.374905635169219,0.407952382637324,0.439502248975555,0.631462302940598,0.791701765273758,0.896715463047863,0.960181836340031,0.985153728607627,0.993685630068986,0.997729123590847,0.999447174896142,0.999881656983889,0.999969394138341,0.999991389730861,0.99999773157045,0.999999105608494,0.0465090307582312,0.0464387552128686,0.0464040825971032,0.0463722316816552,0.0463329469993583,0.0462923990332966,0.0461985213058976,0.0461058868315267,0.0459934319618862,0.0458680735212837,0.0448213366763151,0.0430303407474471,0.0411147825020544,0.0385661548909908,0.0359793573506233,0.0335093403743562,0.0304856845930165,0.0271913296193839,0.0242135070651111,0.0128066811663926,0.00690098981068102,0.00393254051908186,0.0023395453785166,0.00144839506630357,0.000927871721414612,0.000604259073416373,0.000399250458964595,0.000264010796164426,0.00017537753956615,0.000116754324592408,7.92299851936526e-05,0.0103794902624737,0.0103933619758493,0.0104297252730051,0.0104520421416172,0.0104765648932921,0.010531656429933,0.0105304832052587,0.010525506291947,0.0105292893931923,0.0105170396678231,0.0103336695354848,0.0100019670138084,0.0095793940914126,0.00902823870252888,0.00842601219862911,0.00784925392848414,0.00714531874170776,0.00638792230972676,0.00551470874060768,0.00245106083446487,0.000984955126755078,0.000412545157874996,0.000179554692193226,7.83528552319239e-05,3.26332636089923e-05,8.01788548327237e-06,2.99836131071046e-06,7.34195504117063e-07,0,0,0,0.117434119802929,0.11706788268765,0.116801929451233,0.116519229526777,0.116322634674714,0.116092590480972,0.115826359917382,0.115528032282007,0.115262787550847,0.114931058950829,0.112088922052789,0.107565596911248,0.102908944798467,0.0965882582248631,0.0904078562248638,0.084648560267102,0.0774477053561213,0.0695898223766376,0.0628528753920531,0.0365194615153051,0.0213015526342471,0.0128422349323734,0.0080653951583067,0.00529170788201378,0.00366079590048867,0.00263601898449234,0.00195815989391781,0.00148933998269973,0.00113434987488492,0.000864801948285816,0.000676728841832262
"CMR",10947472.0128534,"Current WHO guidelines",0.115393632235065,0.115121856777508,0.115210913903812,0.115555060874355,0.115457593417096,0.115236198157513,0.115594562876219,0.117343738697084,0.128716565517684,0.132832053279847,0.146975611903284,0.258970725515076,0.33145111939157,0.41694357585272,0.471609845979448,0.529564646087342,0.593268647570653,0.645740031513978,0.699958167605317,0.742161219391282,0.782970210448465,0.826786285328246,0.873378068938811,0.914197711187683,0.942514629860096,0.96054688688148,0.972679504207946,0.980908631288171,0.986608564364179,0.99047444486562,0.993034475144259,0.121459667927989,0.121462195564642,0.121551654532184,0.121618880784724,0.121673696405873,0.121711057076082,0.121685384735659,0.121619245015713,0.119662691366656,0.110626134208717,0.107107647344108,0.0908404934345683,0.0689142891212279,0.0557441769038459,0.0461836333104978,0.038787363638918,0.0328650246668907,0.0276098732815745,0.0238776664527829,0.0189976307048606,0.01460367991428,0.0107182751233864,0.0075610306132759,0.00521212947390599,0.00357980646281223,0.00248884605667281,0.00176260987086534,0.00127437831512322,0.000935783393369499,0.000695458443246392,0.000522691955123757,0.0358149389822443,0.0359823871321428,0.036191210409396,0.0363812697781347,0.0365585434283269,0.0367437181309031,0.0368670962957818,0.0369944642318966,0.0364392581702938,0.0328431340991077,0.0314386399655235,0.0243531219851116,0.0167019476845366,0.0128207663140745,0.010433060362835,0.00854213411598354,0.00706022720430942,0.00579564464792753,0.00488787344832379,0.0037118458994761,0.00259022875775484,0.00164536045466459,0.000957050817330646,0.000501070100380686,0.000229294707950771,9.94795461454682e-05,4.0454959009713e-05,1.66497023585499e-05,7.24116261159325e-06,3.22384917881423e-06,1.26098882369848e-06,0.269279032127957,0.269010462268082,0.268897316260052,0.268759053905291,0.268604588822009,0.268439911093597,0.268188253222993,0.267857857676412,0.264044620934903,0.249090479070861,0.243361050787395,0.219088159198665,0.178574862300048,0.150442768849847,0.127395629359228,0.10881493355054,0.0937945267211699,0.0805713784063599,0.070567982251702,0.0582871751165227,0.0473145294265103,0.0372322882364833,0.0283965174125159,0.0212233550808861,0.015813968627032,0.0118966066512026,0.00909827312937356,0.00705693514326382,0.00553696324169168,0.00436925118157801,0.00347609584123159
"GNB",1035041.33941108,"Current WHO guidelines",0.118696058723146,0.118159221194952,0.1181835398364,0.11744778353171,0.117196868354075,0.117177615202505,0.116802847526328,0.11609004741657,0.117621507151516,0.121725841174652,0.129707299978034,0.141481408284072,0.160550502665668,0.198324131540445,0.245195064030525,0.281759165095324,0.311111103236152,0.350955254372094,0.659324730392083,0.82009738622218,0.910639580201364,0.9594643014851,0.981622500146276,0.990527793219033,0.99440915761518,0.996510384077967,0.997798057257154,0.998672285442538,0.999190844221808,0.999494108418889,0.999661207163234,0.0460426734758219,0.0459287675739789,0.0458604800745512,0.0457765723663532,0.0456930329384987,0.0456164726299701,0.0455010473266521,0.0453836264018267,0.0452343004682424,0.0443745240528408,0.0426148665437966,0.0405615260208438,0.0376499837966952,0.0347562155361194,0.0299116636628405,0.0264430668593201,0.024214096262537,0.0222950127751495,0.0203643024100505,0.0104597246872999,0.00650318063767711,0.00424737496843405,0.00282129731537529,0.00190400063298952,0.00131440920192817,0.000923047797178056,0.000656936587978576,0.000471660734434511,0.000339040064723262,0.000242674125941848,0.000173302851751587,0.00592395807428348,0.00597109882364333,0.00602508219772474,0.00606515438708985,0.00613275307974247,0.00619072586474056,0.00626061983453332,0.00631985037566838,0.00639262166259407,0.00638640416951375,0.00623564349057463,0.0060127630643298,0.00560976107793473,0.00525745664187187,0.00423189320570698,0.00354051624259253,0.00314055492747473,0.00281011999986361,0.00237695665652834,0.000692346026090835,0.000210517024425904,5.45872604369869e-05,1.42089816517446e-05,6.35899292142091e-06,4.01730998521255e-06,1.96685581482436e-06,1.22218328919303e-06,2.23333050374625e-07,1.10301114196826e-07,4.85543862431166e-09,0,0.136637210305431,0.136081225762845,0.135613721119899,0.135181223975597,0.134797640501677,0.134398210414939,0.133908798815679,0.133462865816658,0.132940870992237,0.130006125861136,0.124743385962349,0.118906559394433,0.110633045790819,0.102426611708651,0.0896834242592705,0.0803572241990917,0.0741209586595789,0.0687816388967394,0.0636400645193142,0.0358141774313267,0.0237264150860105,0.016264891497515,0.0112461195601481,0.00788144063267053,0.00567424633324155,0.00421051280546498,0.00322185826444006,0.00252745022001904,0.00204453635132793,0.00168647717169421,0.00142075825099087
"GIN",7603465.62775306,"Current WHO guidelines",0.431554928811673,0.432629230680896,0.433093320534388,0.434479156495032,0.435216452140562,0.4369826151768,0.43799962026369,0.439343583144339,0.443995846985552,0.454277975513504,0.469685926413248,0.485239629277214,0.5076518073903,0.52695630203274,0.553644531882399,0.596515464129089,0.734946714727358,0.822672496692623,0.892190912635023,0.937147489625193,0.966185176846598,0.981935643814178,0.989513543467486,0.993520779874646,0.995913831616438,0.997469909702563,0.998456253745067,0.999047766575014,0.999402923736119,0.999631070622933,0.999756211846405,0.031296271267573,0.0312106131997274,0.0311621518888221,0.0311054824621417,0.0310505877268151,0.0309926160501173,0.0309085692311357,0.0308197557587881,0.0307179325082404,0.0301195726432735,0.0289409437441385,0.027571750367349,0.02624592995058,0.0248674600646397,0.0235013934871468,0.0202815390383241,0.0182082299390225,0.0103006994655719,0.00687389704968799,0.00448369252317793,0.00302189079423424,0.0020689931576211,0.00143590110205778,0.00101223849496169,0.00072454005193058,0.000521395268582502,0.000377588357038758,0.000273481888986315,0.000196644332741546,0.000140402667429418,0.000100049747604176,0.00459120543352401,0.00462175048102933,0.00464252724611259,0.00467731033886789,0.00471026487982979,0.00474576943904136,0.00478025563761108,0.00481422843333273,0.00484227914103848,0.00481155061601233,0.0046772359296469,0.00449145041914614,0.004305163486726,0.00409526154510485,0.00389748557158311,0.00310119551268077,0.00282064801013559,0.00117776667614384,0.000563390215554873,0.000266942949469377,0.000123206573787313,6.34034994085966e-05,2.38042447442883e-05,1.16840133897599e-05,6.31499886275716e-06,3.5019387213486e-06,1.76669156820107e-06,5.7844067330752e-07,2.45999415895941e-07,8.01166035374621e-08,0,0.092050141574637,0.0915616930444868,0.0911998699620208,0.0907800687204989,0.0904063351168725,0.0900462652243662,0.0895887404420639,0.0891581224898481,0.0887300474282697,0.0867869007224516,0.083324804023207,0.0794589820019182,0.075765343450795,0.0720013785708365,0.068285252440538,0.0605903989619997,0.0545268092634499,0.0340578954730841,0.0242668085556217,0.0168113990644152,0.0119258775176602,0.00854661015340943,0.00624290714380457,0.00466825793202758,0.00357076110995164,0.00278498467512307,0.00220015464022386,0.00176121825338823,0.00140640338954802,0.00109996739173343,0.000848917495525279
"BEN",5038025.14353779,"Current WHO guidelines",0.410320380406915,0.411571346774365,0.423026007414473,0.437143403941564,0.481818233881139,0.519749011247982,0.565746114773517,0.602834259527821,0.61439915872265,0.62858721904627,0.643624941727538,0.666743821124553,0.698018535993367,0.71852043310942,0.745338660031943,0.776721706900017,0.807955053425678,0.831949563286214,0.921539794846302,0.959232198849155,0.979037351740686,0.990193140058438,0.995858267695035,0.998211839406196,0.999153619257193,0.999640099356167,0.999872856385874,0.999961436471474,0.999991513446995,0.999997596073584,0.99999839451854,0.0299062875218731,0.029830248372341,0.0297848769686464,0.0292990943799499,0.0254010199934485,0.0229763518038627,0.0207047059710298,0.0189853239205243,0.0179021990904296,0.0175854135075469,0.0169089285699296,0.0160083915220154,0.0140273179861741,0.0123519799645343,0.0110353463928254,0.00990161165117046,0.0084828453474446,0.00734613594792026,0.00641669627532757,0.00326522918102795,0.00202365116652563,0.00133358205196909,0.000898045572540399,0.00061288053580728,0.000423169354418388,0.00029604655409005,0.000207038232775337,0.00014481182160316,0.0001007357790217,6.94263531662803e-05,4.77349457069884e-05,0.00653121090180431,0.0065505396278683,0.00657877626520036,0.00650610917815935,0.00511695025871656,0.00456323135648017,0.00393770812300102,0.00358663176061863,0.00336189225027083,0.00329691277309986,0.00317295210284843,0.00301616392444557,0.00251485422369844,0.00212574359203418,0.00181261596199106,0.00157285064585228,0.00127186211747256,0.00106536112136593,0.000879523556205458,0.000339665367276167,0.000147235731985054,6.95509524295602e-05,3.0671797345296e-05,1.40906763785226e-05,7.90078594385086e-06,3.52118523753832e-06,2.35181201814841e-06,1.15089106451861e-06,6.32022191843397e-07,2.79091476445401e-07,9.30520283303448e-08,0.0799144482780499,0.0795557622037296,0.0792503445347121,0.0779505975270349,0.0700543755759667,0.0640019300022831,0.0587368944815649,0.0541583845797921,0.0511393777261422,0.0500799135973386,0.048113339943247,0.0455998627535461,0.0406427489418562,0.0362446587364268,0.0327821806765089,0.0297313091849915,0.0258441223378352,0.0224366896299531,0.0199339313062153,0.0113610719704877,0.00761426506427248,0.00531069728316223,0.00377684031298435,0.00272570502987723,0.00200262124256606,0.0014988151329846,0.00112242853812801,0.000846228142259167,0.000633427386014443,0.000469525644858842,0.000344602737876547
"SSD",9982491.56202002,"Current WHO guidelines",0.461086438931418,0.462390989776576,0.463515081694455,0.465035255865615,0.466018049502486,0.468062793398264,0.468619856000562,0.470549642018556,0.472850715459148,0.479423273952068,0.492629676173586,0.509481317990742,0.529381389492223,0.554422256463535,0.57867143078361,0.609357566565104,0.64510887350722,0.674010900508635,0.800371868661894,0.872580763561248,0.921225995071733,0.956029529966194,0.977961712911403,0.989256446479766,0.994597157068294,0.997201967934737,0.998632421282485,0.999363013101955,0.999723129159719,0.999883479066252,0.999944632641294,0.0290306811082642,0.0289299604918906,0.0288383900589797,0.0287655488917023,0.0286924076078752,0.0286112034121828,0.0285050840857397,0.0284070703529298,0.0282784613817259,0.0281693055869041,0.0274927397167014,0.026328485003952,0.0250813878637524,0.023460450590502,0.0217906923941775,0.020211626838994,0.0183064517581651,0.0162126964712113,0.0144486308231769,0.00787335754022464,0.00506840703508816,0.00335216197436059,0.00219364987528454,0.00142967958348034,0.000943632572571415,0.000635396688097782,0.000434995319411526,0.000301858529710724,0.000210299263200253,0.000147093141717948,0.00010379371939509,0.00178223845770317,0.00178781878798313,0.00179519649504626,0.0018059351409043,0.00181693605167629,0.0018318497927432,0.00184193891063201,0.00185579913043197,0.00186684177639106,0.00187597389373696,0.00186030168926794,0.00180737467932762,0.00173551988394876,0.00163805061348269,0.00152553179680289,0.00141970115732297,0.00128466887949332,0.00115416563247764,0.000952845532199867,0.000334116689979122,0.000137591153714221,5.60452625421649e-05,2.16925084273816e-05,4.11646059475863e-06,1.77359088511026e-06,9.61503212972024e-07,5.85346406469719e-07,1.26488768361819e-07,6.36469155259955e-08,8.4491983111904e-09,4.27755166291341e-10,0.107619074199644,0.107102800366904,0.106585127120794,0.106152114140412,0.105697941745135,0.105241581496105,0.104777654904737,0.104298462506835,0.103781852688844,0.103340334790102,0.100673185945397,0.0964025877198854,0.0920436273064459,0.0862693786951978,0.0805713889711265,0.0751826795756722,0.0685285413156751,0.0611505564968686,0.0552883925406821,0.0326230454662687,0.0222371356879771,0.0154362272006247,0.0105922017792686,0.00725361082432639,0.00508293333059721,0.0036906805770112,0.00277209505308755,0.00211654301563995,0.00160087509515831,0.00120725542516807,0.000910541144304568
